"fit","lwr","upr","NBASalary","No.","Player","Pos.x","Ht","Wt","Birth.Date","Var.7","Exp","College","playerurls","Salary","Season","Age","Tm","Lg","Pos.y","G","GS","MP","FG","FGA","FGpct","ThreePt","ThreePtAttmpt","ThreePtpct","TwoPt","TwoPtAttmpt","TwoPtpct","eFGpct","FT","FTA","FTpct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","CareerG","CareerGS","CareerMP","CareerFG","CareerFGA","Career3P","Career3PA","Career2P","Career2PA","CareerFT","CareerFTA","CareerORB","CareerDRB","CareerTRB","CareerAST","CareerSTL","CareerBLK","CareerTOV","CareerPF","CareerPTS","Last2YrsG","Last2YrsGS","Last2YrsMP","Last2YrsFG","Last2YrsFGA","Last2Yrs3P","Last2Yrs3PA","Last2Yrs2P","Last2Yrs2PA","Last2YrsFT","Last2YrsFTA","Last2YrsORB","Last2YrsDRB","Last2YrsTRB","Last2YrsAST","Last2YrsSTL","Last2YrsBLK","Last2YrsTOV","Last2YrsPF","Last2YrsPTS","PlayoffSeason","PlayoffAge","PlayoffTm","PlayoffLg","PlayoffPos","PlayoffG","PlayoffGS","PlayoffMP","PlayoffFG","PlayoffFGA","PlayoffFGpct","Playoff3P","Playoff3PA","Playoff3Ppct","Playoff2P","Playoff2PA","Playoff2Ppct","PlayoffeFGpct","PlayoffFT","PlayoffFTA","PlayoffFTpct","PlayoffORB","PlayoffDRB","PlayoffTRB","PlayoffAST","PlayoffSTL","PlayoffBLK","PlayoffTOV","PlayoffPF","PlayoffPTS","CareerPlayoffG","CareerPlayoffGS","CareerPlayoffMP","CareerPlayoffFG","CareerPlayoffFGA","CareerPlayoff3P","CareerPlayoff3PA","CareerPlayoff2P","CareerPlayoff2PA","CareerPlayoffFT","CareerPlayoffFTA","CareerPlayoffORB","CareerPlayoffDRB","CareerPlayoffTRB","CareerPlayoffAST","CareerPlayoffSTL","CareerPlayoffBLK","CareerPlayoffTOV","CareerPlayoffPF","CareerPlayoffPTS","Year"
2357388.52083119,1767707.45204567,2947069.58961671,1577280,55,"Delon Wright","PG",6.41666666666667,183,"April 26, 1992","us",1,"University of Utah","http://www.basketball-reference.com/players/w/wrighde01.html",1577280,"2015-16",23,"TOR","NBA","PG",27,1,229,36,80,0.45,5,13,0.385,31,67,0.463,0.481,26,35,0.743,8,29,37,31,8,3,16,7,103,27,1,229,36,80,5,13,31,67,26,35,8,29,37,31,8,3,16,7,103,27,1,229,36,80,5,13,31,67,26,35,8,29,37,31,8,3,16,7,103,"2015-16",23,"TOR","NBA","PG",9,0,41,3,10,0.3,0,1,0,3,9,0.333,0.3,8,13,0.615,1,3,4,3,3,0,2,2,14,9,0,41,3,10,0,1,3,9,8,13,1,3,4,3,3,0,2,2,14,2016
4066304.80789087,3404379.46790202,4728230.14787972,2708582,17,"Dennis Schroder","PG",6.08333333333333,172,"September 15, 1993","de",3,"","http://www.basketball-reference.com/players/s/schrode01.html",2708582,"2015-16",22,"ATL","NBA","PG",80,6,1621,329,781,0.421,77,239,0.322,252,542,0.465,0.471,144,182,0.791,25,179,204,349,70,9,183,138,879,206,16,3778,685,1634,139,429,546,1205,321,404,59,369,428,759,136,13,394,319,1830,157,16,3137,613,1446,129,387,484,1059,292,361,54,314,368,666,119,13,333,265,1647,"2015-16",22,"ATL","NBA","PG",10,0,191,47,104,0.452,12,35,0.343,35,69,0.507,0.51,11,13,0.846,6,13,19,36,4,1,21,24,117,28,0,488,105,251,21,70,84,181,35,41,11,39,50,98,13,1,48,53,266,2016
11372271.7189956,10319576.655605,12424966.7823862,9e+06,8,"Deron Williams","PG",6.25,200,"June 26, 1984","us",11,"University of Illinois at Urbana-Champaign","http://www.basketball-reference.com/players/w/willide01.html",9e+06,"2015-16",31,"DAL","NBA","PG",65,63,2106,321,775,0.414,97,282,0.344,224,493,0.454,0.477,179,206,0.869,19,171,190,378,61,14,150,155,918,781,727,27208,4611,10364,1093,3062,3518,7302,2788,3393,339,2133,2472,6459,836,198,2264,1994,13103,133,118,4220,619,1546,184,519,435,1027,380,447,48,379,427,826,125,31,304,312,1802,"2015-16",31,"DAL","NBA","PG",3,3,49,6,18,0.333,3,7,0.429,3,11,0.273,0.417,0,0,0,0,2,2,8,1,0,7,6,15,72,72,2740,446,1017,125,318,321,699,317,396,44,217,261,592,81,20,227,210,1334,2016
8665803.3772127,7389730.33769524,9941876.41673017,21323250,25,"Derrick Rose","PG",6.25,190,"October 4, 1988","us",7,"University of Memphis","http://www.basketball-reference.com/players/r/rosede01.html",21323250,"2015-16",27,"CHI","NBA","PG",66,66,2097,447,1048,0.427,44,150,0.293,403,898,0.449,0.448,142,179,0.793,46,179,225,311,44,14,175,84,1080,406,405,14210,3102,6920,350,1158,2752,5762,1447,1780,358,1131,1489,2516,328,155,1186,571,8001,117,117,3627,785,1883,120,421,665,1462,294,366,81,305,386,562,80,30,336,147,1984,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,1665,367,879,53,183,314,696,186,222,52,145,197,291,45,23,150,89,973,2016
6189241.95069268,5140934.67946575,7237549.22191961,4228000,34,"Devin Harris","PG",6.25,192,"February 27, 1983","us",12,"University of Wisconsin","http://www.basketball-reference.com/players/h/harride01.html",4228000,"2015-16",32,"DAL","NBA","PG",64,0,1280,167,374,0.447,52,158,0.329,115,216,0.532,0.516,101,140,0.721,18,120,138,118,60,13,66,124,487,781,445,20465,3031,6930,633,1954,2398,4976,2442,3074,255,1530,1785,3459,873,159,1493,1779,9137,140,3,2965,386,898,147,424,239,474,233,302,31,242,273,355,138,27,151,271,1152,"2015-16",32,"DAL","NBA","PG",5,0,121,15,30,0.5,4,13,0.308,11,17,0.647,0.567,5,10,0.5,1,13,14,8,3,0,3,16,39,64,31,1517,216,480,29,113,187,367,119,168,21,103,124,167,48,10,103,168,580,2016
2920603.3838069,2276082.86419801,3565123.90341579,7250000,14,"D.J. Augustin","PG",6,183,"November 10, 1987","us",8,"University of Texas at Austin","http://www.basketball-reference.com/players/a/augusdj01.html",7250000,"2015-16",28,"TOT","NBA","PG",62,0,1178,148,350,0.423,68,168,0.405,80,182,0.44,0.52,103,128,0.805,8,87,95,198,38,4,84,85,467,573,170,13852,1824,4510,701,1872,1123,2638,1249,1440,153,888,1041,2282,351,24,880,873,5598,144,14,3142,406,997,151,414,255,583,281,333,28,228,256,551,87,7,229,178,1244,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,530,53,160,28,80,25,80,47,56,7,20,27,44,11,1,23,46,181,2016
3996046.25268883,2881532.09603865,5110560.40933901,2613600,4,"Elfrid Payton","PG",6.33333333333333,185,"February 22, 1994","us",2,"University of Louisiana at Lafayette","http://www.basketball-reference.com/players/p/paytoel01.html",2613600,"2015-16",21,"ORL","NBA","PG",73,69,2145,318,730,0.436,30,92,0.326,288,638,0.451,0.456,112,190,0.589,77,184,261,468,89,20,177,159,778,155,132,4634,619,1438,41,134,578,1304,230,404,184,426,610,1001,231,40,380,352,1509,155,132,4634,619,1438,41,134,578,1304,230,404,184,426,610,1001,231,40,380,352,1509,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
2497306.2214716,1536113.94188653,3458498.50105667,3241800,0,"Emmanuel Mudiay","PG",6.41666666666667,200,"March 5, 1996","cd",1,"","http://www.basketball-reference.com/players/m/mudiaem01.html",3241800,"2015-16",19,"DEN","NBA","PG",68,66,2068,329,905,0.364,74,232,0.319,255,673,0.379,0.404,140,209,0.67,32,200,232,372,65,35,217,141,872,68,66,2068,329,905,74,232,255,673,140,209,32,200,232,372,65,35,217,141,872,68,66,2068,329,905,74,232,255,673,140,209,32,200,232,372,65,35,217,141,872,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
9465735.70201517,8407392.40966995,10524078.9943604,1.4e+07,2,"Eric Bledsoe","PG",6.08333333333333,190,"December 9, 1989","us",6,"University of Kentucky","http://www.basketball-reference.com/players/b/bledser01.html",1.4e+07,"2015-16",26,"PHO","NBA","PG",31,31,1059,223,492,0.453,48,129,0.372,175,363,0.482,0.502,138,172,0.802,18,107,125,190,63,19,110,75,632,352,190,9133,1464,3274,255,765,1209,2509,907,1161,285,978,1263,1506,491,173,905,663,4090,112,112,3859,691,1538,136,401,555,1137,491,613,90,458,548,683,190,64,384,264,2009,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,286,52,93,4,16,48,77,18,28,14,27,41,41,15,7,20,33,126,2016
7787117.74561176,6650294.57723095,8923940.91399257,8e+06,3,"George Hill","PG",6.25,188,"May 4, 1986","us",8,"Indiana University-Purdue University Indianapolis","http://www.basketball-reference.com/players/h/hillge01.html",8e+06,"2015-16",29,"IND","NBA","PG",74,73,2524,326,739,0.441,128,314,0.408,198,425,0.466,0.528,114,150,0.76,58,240,298,259,83,17,101,149,894,550,325,15813,2197,4884,652,1732,1545,3152,1164,1452,310,1447,1757,1799,505,165,704,1175,6210,117,109,3791,581,1274,197,507,384,767,227,293,83,394,477,479,127,31,170,260,1586,"2015-16",29,"IND","NBA","PG",7,7,235,32,57,0.561,13,27,0.481,19,30,0.633,0.675,18,22,0.818,6,13,19,15,6,1,8,16,95,75,64,2562,314,720,108,291,206,429,227,279,46,205,251,204,85,17,116,163,963,2016
6392451.3902092,5558350.96933512,7226551.81108328,15890000,7,"Goran Dragic","PG",6.25,190,"May 6, 1986","si",8,"","http://www.basketball-reference.com/players/d/dragigo01.html",15890000,"2015-16",29,"MIA","NBA","PG",72,72,2363,417,875,0.477,64,205,0.312,353,670,0.527,0.513,120,165,0.727,54,223,277,419,71,17,185,188,1018,574,338,15408,2651,5632,582,1638,2069,3994,1264,1688,424,1194,1618,2692,589,111,1256,1312,7148,150,150,5003,919,1877,154,464,765,1413,301,399,135,416,551,769,149,32,358,383,2293,"2015-16",29,"MIA","NBA","PG",14,14,472,91,206,0.442,16,46,0.348,75,160,0.469,0.481,33,43,0.767,11,58,69,54,6,3,31,46,231,30,14,709,134,306,29,86,105,220,56,74,21,77,98,90,10,4,47,64,353,2016
8279024.70363222,7145970.33281488,9412079.07444956,6587132,4,"Isaiah Thomas","PG",5.75,185,"February 7, 1989","us",5,"University of Washington","http://www.basketball-reference.com/players/t/thomais02.html",6587132,"2015-16",26,"BOS","NBA","PG",82,79,2644,591,1382,0.428,167,465,0.359,424,917,0.462,0.488,474,544,0.871,46,197,243,509,91,9,220,167,1823,365,233,10645,2044,4678,621,1715,1423,2963,1529,1771,203,732,935,1829,361,33,821,790,6238,149,80,4370,926,2179,296,811,630,1368,776,892,79,317,396,793,148,14,363,317,2924,"2015-16",26,"BOS","NBA","PG",6,6,220,47,119,0.395,13,46,0.283,34,73,0.466,0.45,38,47,0.809,2,16,18,30,4,5,14,18,145,10,6,339,65,173,16,64,49,109,69,79,3,27,30,58,7,5,28,28,215,2016
4134876.25328193,3201480.08594825,5068272.42061561,6e+06,14,"Ish Smith","PG",6,175,"July 5, 1988","us",6,"Wake Forest University","http://www.basketball-reference.com/players/s/smithis01.html",6e+06,"2015-16",27,"TOT","NBA","PG",77,53,2239,397,967,0.411,56,170,0.329,341,797,0.428,0.44,122,176,0.693,43,262,305,502,88,24,175,133,972,323,75,5269,789,1970,89,299,700,1671,200,310,115,562,677,1068,227,56,402,327,1867,132,67,3071,540,1334,74,230,466,1104,156,233,58,347,405,682,124,30,253,183,1310,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,2,4,0,0,2,4,0,0,0,4,4,5,1,1,2,2,4,2016
5567131.25024663,4682131.1543096,6452131.34618365,4540525,1,"Jameer Nelson","PG",6,190,"February 9, 1982","us",12,"Saint Joseph's University","http://www.basketball-reference.com/players/n/nelsoja01.html",4540525,"2015-16",33,"DEN","NBA","PG",39,15,1036,113,307,0.368,43,144,0.299,70,163,0.429,0.438,30,35,0.857,19,96,115,190,25,5,66,100,299,753,600,21481,3427,7844,1006,2737,2421,5107,1146,1408,385,1914,2299,3944,691,56,1636,1917,9006,102,44,2443,318,811,132,402,186,409,54,71,52,209,261,443,72,11,175,236,822,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,39,1429,237,532,73,196,164,336,114,144,26,128,154,204,37,3,90,130,661,2016
23832632.2059761,21453728.448881,26211535.9630713,26540100,13,"James Harden","PG",6.41666666666667,220,"August 26, 1989","us",7,"Arizona State University","http://www.basketball-reference.com/players/h/hardeja01.html",26540100,"2015-16",26,"HOU","NBA","SG",82,82,3125,710,1617,0.439,236,657,0.359,474,960,0.494,0.512,720,837,0.86,63,438,501,612,139,51,374,229,2376,534,321,17741,3331,7520,1120,3045,2211,4475,3480,4070,380,2054,2434,2620,784,237,1604,1349,11262,163,163,6106,1357,3087,444,1212,913,1875,1435,1661,138,822,960,1177,293,111,695,437,4593,"2015-16",26,"HOU","NBA","SG",5,5,193,41,100,0.41,13,42,0.31,28,58,0.483,0.475,38,45,0.844,7,19,26,38,12,1,26,13,133,77,34,2622,436,1026,146,417,290,609,489,564,53,346,399,368,122,31,224,230,1507,2016
9854329.25571868,8619516.21945688,11089142.2919805,8800000,44,"Jeff Teague","PG",6.16666666666667,186,"June 10, 1988","us",7,"Wake Forest University","http://www.basketball-reference.com/players/t/teaguje01.html",8800000,"2015-16",27,"ATL","NBA","PG",79,78,2255,434,988,0.439,110,275,0.4,324,713,0.454,0.495,261,312,0.837,33,181,214,470,97,24,218,167,1239,518,383,13518,2280,5092,420,1184,1860,3908,1311,1564,159,955,1114,2671,613,173,1133,954,6291,152,150,4483,842,1875,181,482,661,1393,536,631,63,335,398,983,222,55,423,306,2401,"2015-16",27,"ATL","NBA","PG",10,10,279,46,121,0.38,9,36,0.25,37,85,0.435,0.417,44,52,0.846,3,16,19,62,6,2,25,30,145,62,51,1785,289,719,52,167,237,552,193,222,25,129,154,291,60,24,125,127,823,2016
4841837.97332762,3786547.68488875,5897128.26176649,11483254,7,"Jeremy Lin","PG",6.25,200,"August 23, 1988","us",6,"Harvard University","http://www.basketball-reference.com/players/l/linje01.html",11483254,"2015-16",27,"CHO","NBA","SG",78,13,2048,300,728,0.412,76,226,0.336,224,502,0.446,0.464,238,292,0.815,42,211,253,235,58,42,150,165,914,369,183,9874,1467,3396,335,968,1132,2428,1050,1308,164,860,1024,1623,430,148,872,834,4319,152,43,3955,577,1382,141,402,436,980,451,560,68,381,449,574,140,74,316,354,1746,"2015-16",27,"CHO","NBA","SG",7,0,189,26,63,0.413,3,14,0.214,23,49,0.469,0.437,32,39,0.821,3,13,16,18,5,0,11,21,87,17,3,450,57,148,10,49,47,99,47,57,10,36,46,52,10,2,32,45,171,2016
1420123.58825992,810476.903305373,2029770.27321447,1643040,2,"Jerian Grant","PG",6.33333333333333,195,"October 9, 1992","us",1,"University of Notre Dame","http://www.basketball-reference.com/players/g/grantje02.html",1643040,"2015-16",23,"NYK","NBA","PG",76,6,1265,154,391,0.394,22,100,0.22,132,291,0.454,0.422,96,123,0.78,23,120,143,177,50,10,87,97,426,76,6,1265,154,391,22,100,132,291,96,123,23,120,143,177,50,10,87,97,426,76,6,1265,154,391,22,100,132,291,96,123,23,120,143,177,50,10,87,97,426,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
4409573.06004249,3762954.12589812,5056191.99418687,9424084,0,"Jerryd Bayless","PG",6.25,200,"August 20, 1988","us",8,"University of Arizona","http://www.basketball-reference.com/players/b/bayleje01.html",9424084,"2015-16",27,"MIL","NBA","SG",52,18,1505,185,437,0.423,101,231,0.437,84,206,0.408,0.539,70,90,0.778,21,120,141,163,47,11,73,111,541,510,81,10833,1517,3656,414,1133,1103,2523,912,1106,147,934,1081,1488,329,65,738,1055,4360,129,22,3222,405,953,138,351,267,602,191,227,43,309,352,396,106,23,206,274,1139,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,617,91,243,26,82,65,161,57,70,9,53,62,73,11,8,29,68,265,2016
2366014.7349914,1710098.83872756,3021930.63125524,4096950,5,"J.J. Barea","PG",6,185,"June 26, 1984","pr",10,"Northeastern University","http://www.basketball-reference.com/players/b/bareajo01.html",4096950,"2015-16",31,"DAL","NBA","PG",74,16,1667,317,711,0.446,100,260,0.385,217,451,0.481,0.516,74,96,0.771,26,126,152,302,26,2,113,110,808,660,85,12711,2141,5060,581,1656,1560,3404,733,921,206,1109,1315,2320,255,17,948,978,5596,151,26,3029,542,1247,154,427,388,820,150,190,49,237,286,565,59,3,183,214,1388,"2015-16",31,"DAL","NBA","PG",4,2,100,11,34,0.324,1,8,0.125,10,26,0.385,0.338,2,2,1,0,6,6,20,0,0,11,8,25,49,11,979,157,375,32,102,125,273,44,60,20,81,101,178,15,1,64,80,390,2016
