"fit","lwr","upr","NBASalary","No.","Player","Pos.x","Ht","Wt","Birth.Date","X.","Exp","College","playerurls","Salary","Season","Age","Tm","Lg","Pos.y","G","GS","MP","FG","FGA","FGpct","ThreePt","ThreePtAttmpt","ThreePtpct","TwoPt","TwoPtAttmpt","TwoPtpct","eFGpct","FT","FTA","FTpct","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","CareerG","CareerGS","CareerMP","CareerFG","CareerFGA","Career3P","Career3PA","Career2P","Career2PA","CareerFT","CareerFTA","CareerORB","CareerDRB","CareerTRB","CareerAST","CareerSTL","CareerBLK","CareerTOV","CareerPF","CareerPTS","PlayoffSeason","PlayoffAge","PlayoffTm","PlayoffLg","PlayoffPos","PlayoffG","PlayoffGS","PlayoffMP","PlayoffFG","PlayoffFGA","PlayoffFGpct","Playoff3P","Playoff3PA","Playoff3Ppct","Playoff2P","Playoff2PA","Playoff2Ppct","PlayoffeFGpct","PlayoffFT","PlayoffFTA","PlayoffFTpct","PlayoffORB","PlayoffDRB","PlayoffTRB","PlayoffAST","PlayoffSTL","PlayoffBLK","PlayoffTOV","PlayoffPF","PlayoffPTS","CareerPlayoffG","CareerPlayoffGS","CareerPlayoffMP","CareerPlayoffFG","CareerPlayoffFGA","CareerPlayoff3P","CareerPlayoff3PA","CareerPlayoff2P","CareerPlayoff2PA","CareerPlayoffFT","CareerPlayoffFTA","CareerPlayoffORB","CareerPlayoffDRB","CareerPlayoffTRB","CareerPlayoffAST","CareerPlayoffSTL","CareerPlayoffBLK","CareerPlayoffTOV","CareerPlayoffPF","CareerPlayoffPTS","Year"
1947525.13849856,1497598.84212901,2397451.43486811,1052342,3,"Joe Young","PG",6.16666666666667,180,"June 27, 1992","us",1,"University of Oregon","http://www.basketball-reference.com/players/y/youngjo01.html",1052342,"2015-16",23,"IND","NBA","PG",41,0,384,62,169,0.367,10,46,0.217,52,123,0.423,0.396,20,25,0.8,6,44,50,65,15,0,33,30,154,41,0,384,62,169,10,46,52,123,20,25,6,44,50,65,15,0,33,30,154,"2015-16",23,"IND","NBA","PG",4,0,10,3,8,0.375,1,4,0.25,2,4,0.5,0.438,2,2,1,0,1,1,1,0,0,2,3,9,4,0,10,3,8,1,4,2,4,2,2,0,1,1,1,0,0,2,3,9,2016
11113368.5317556,10165589.1305911,12061147.9329201,16957900,2,"John Wall","PG",6.33333333333333,195,"September 6, 1990","us",6,"University of Kentucky","http://www.basketball-reference.com/players/w/walljo01.html",16957900,"2015-16",25,"WAS","NBA","PG",77,77,2784,572,1349,0.424,115,328,0.351,457,1021,0.448,0.467,272,344,0.791,42,337,379,789,145,59,318,159,1531,422,410,15195,2770,6453,337,1055,2433,5398,1737,2201,234,1657,1891,3779,713,273,1590,987,7614,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,693,103,274,10,49,93,225,85,107,10,67,77,161,28,18,63,42,301,2016
7733724.75895992,6764170.21181146,8703279.30610837,7708427,5,"Jose Calderon","PG",6.25,200,"September 28, 1981","es",11,"","http://www.basketball-reference.com/players/c/caldejo01.html",7708427,"2015-16",34,"NYK","NBA","PG",72,72,2024,209,455,0.459,84,203,0.414,125,252,0.496,0.552,42,48,0.875,22,207,229,299,63,7,87,135,544,748,546,21558,2845,6001,841,2042,2004,3959,881,1007,263,1667,1930,4829,662,65,1222,1295,7412,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,457,87,184,24,56,63,128,11,12,8,29,37,98,7,0,28,43,209,2016
6908120.44726637,6498621.56807333,7317619.32645941,11286518,11,"Jrue Holiday","PG",6.33333333333333,205,"June 12, 1990","us",7,"University of California, Los Angeles","http://www.basketball-reference.com/players/h/holidjr01.html",11286518,"2015-16",25,"NOP","NBA","PG",65,23,1831,410,935,0.439,87,259,0.336,323,676,0.478,0.485,182,216,0.843,27,168,195,391,88,22,167,148,1089,437,370,14067,2442,5564,467,1270,1975,4294,811,1012,357,1179,1536,2659,632,154,1164,1013,6162,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,737,105,256,32,74,73,182,54,63,22,61,83,108,32,11,42,37,296,2016
10459942.8202243,9486209.25377894,11433676.3866696,1.2e+07,15,"Kemba Walker","PG",6.08333333333333,172,"May 8, 1990","us",5,"University of Connecticut","http://www.basketball-reference.com/players/w/walkeke02.html",1.2e+07,"2015-16",25,"CHO","NBA","PG",81,81,2885,568,1331,0.427,182,490,0.371,386,841,0.459,0.495,371,438,0.847,56,301,357,421,126,39,171,111,1689,364,319,12269,2202,5466,552,1655,1650,3811,1351,1642,220,1180,1400,1946,521,153,759,563,6307,"2015-16",25,"CHO","NBA","PG",7,7,260,56,153,0.366,14,43,0.326,42,110,0.382,0.412,33,35,0.943,3,18,21,28,9,4,12,10,159,11,11,413,82,208,26,67,56,141,47,53,4,32,36,52,17,7,27,16,237,2016
10277713.2709879,8840969.18571058,11714457.3562652,1.2e+07,7,"Kyle Lowry","PG",6.08333333333333,196,"March 25, 1986","us",10,"Villanova University","http://www.basketball-reference.com/players/l/lowryky01.html",1.2e+07,"2015-16",29,"TOR","NBA","PG",77,77,2851,512,1198,0.427,212,547,0.388,300,651,0.461,0.516,398,491,0.811,55,310,365,494,158,34,225,211,1634,653,417,19814,2847,6794,944,2653,1903,4141,2180,2738,549,2073,2622,3706,892,172,1409,1772,8818,"2015-16",29,"TOR","NBA","PG",20,20,766,131,330,0.397,42,138,0.304,89,192,0.464,0.461,78,104,0.75,18,76,94,119,32,3,63,73,382,44,31,1422,214,559,68,220,146,339,152,195,42,145,187,203,55,4,112,141,648,2016
10164570.5965614,8395274.43097514,11933866.7621477,17638063,2,"Kyrie Irving","PG",6.25,193,"March 23, 1992","au",5,"Duke University","http://www.basketball-reference.com/players/i/irvinky01.html",17638063,"2015-16",23,"CLE","NBA","PG",53,53,1667,394,879,0.448,84,262,0.321,310,617,0.502,0.496,169,191,0.885,44,113,157,249,56,18,124,107,1041,309,309,10499,2338,5168,546,1446,1792,3722,1194,1380,229,831,1060,1696,421,102,851,672,6416,"2015-16",23,"CLE","NBA","PG",21,21,774,201,423,0.475,51,116,0.44,150,307,0.489,0.535,77,88,0.875,15,47,62,98,36,13,48,46,530,34,34,1238,282,608,78,176,204,432,135,157,25,84,109,148,53,24,68,75,777,2016
4058763.87317708,3423826.5786962,4693701.16765796,5200000,10,"Langston Galloway","PG",6.16666666666667,200,"December 9, 1991","us",2,"Saint Joseph's University","http://www.basketball-reference.com/players/g/gallola01.html",5200000,"2015-16",24,"NYK","NBA","PG",82,7,2033,231,588,0.393,77,224,0.344,154,364,0.423,0.458,86,114,0.754,43,245,288,207,77,22,61,177,625,127,48,3490,435,1099,139,400,296,699,149,192,80,398,478,357,129,34,122,306,1158,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
2195796.56654735,1638548.42162367,2753044.71147103,1500000,4,"Marcelo Huertas","PG",6.25,200,"May 25, 1983","br",1,"","http://www.basketball-reference.com/players/h/huertma01.html",1500000,"2015-16",32,"LAL","NBA","PG",53,0,869,97,230,0.422,16,61,0.262,81,169,0.479,0.457,27,29,0.931,18,72,90,182,26,7,80,76,237,53,0,869,97,230,16,61,81,169,27,29,18,72,90,182,26,7,80,76,237,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
3838786.6528973,3266224.42270513,4411348.88308946,3578880,36,"Marcus Smart","PG",6.33333333333333,220,"March 6, 1994","us",2,"Oklahoma State University","http://www.basketball-reference.com/players/s/smartma01.html",3578880,"2015-16",21,"BOS","NBA","PG",61,10,1667,184,529,0.348,61,241,0.253,123,288,0.427,0.405,129,166,0.777,76,179,255,185,91,18,80,183,558,128,48,3475,359,1006,152,513,207,493,211,293,137,340,477,393,190,36,170,359,1081,"2015-16",21,"BOS","NBA","PG",6,1,193,22,60,0.367,11,32,0.344,11,28,0.393,0.458,17,21,0.81,8,19,27,18,10,5,15,17,72,10,4,283,36,89,14,45,22,44,25,36,13,25,38,23,11,6,19,29,111,2016
1703833.00720848,995276.177249736,2412389.83716722,9607500,8,"Matthew Dellavedova","PG",6.33333333333333,198,"September 8, 1990","au",3,"Saint Mary's College of California","http://www.basketball-reference.com/players/d/dellama01.html",9607500,"2015-16",25,"CLE","NBA","PG",76,14,1867,207,511,0.405,98,239,0.41,109,272,0.401,0.501,57,66,0.864,33,129,162,337,44,9,116,178,569,215,31,4518,440,1114,223,561,217,553,124,152,99,312,411,728,101,16,237,451,1227,"2015-16",25,"CLE","NBA","PG",20,0,241,26,74,0.351,8,31,0.258,18,43,0.419,0.405,18,24,0.75,4,11,15,56,1,1,14,31,78,40,7,738,73,210,32,107,41,103,43,56,14,42,56,109,10,1,49,83,221,2016
6189759.64432113,5432258.3038942,6947260.98474806,3183526,7,"Michael Carter-Williams","PG",6.5,190,"October 10, 1991","us",3,"Syracuse University","http://www.basketball-reference.com/players/c/cartemi01.html",3183526,"2015-16",24,"MIL","NBA","PG",54,37,1649,251,555,0.452,15,55,0.273,236,500,0.472,0.466,106,162,0.654,48,228,276,281,80,41,153,162,623,190,170,6212,1042,2528,106,416,936,2112,566,820,213,853,1066,1164,321,114,653,542,2756,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,191,33,78,0,5,33,73,7,12,1,26,27,29,7,6,16,14,73,2016
7599855.636195,6910947.74749387,8288763.52489613,26540100,11,"Mike Conley","PG",6.08333333333333,175,"October 11, 1987","us",9,"Ohio State University","http://www.basketball-reference.com/players/c/conlemi01.html",26540100,"2015-16",28,"MEM","NBA","PG",56,56,1761,294,696,0.422,78,215,0.363,216,481,0.449,0.478,191,229,0.834,26,138,164,342,67,16,84,100,857,637,608,20693,3164,7187,736,1972,2428,5215,1571,1948,269,1551,1820,3578,963,118,1282,1275,8635,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,1869,271,673,53,183,218,490,182,232,28,157,185,335,71,9,107,116,777,2016
7312883.1777002,6499929.6785115,8125836.67688891,2200000,52,"Mo Williams","PG",6.08333333333333,198,"December 19, 1982","us",13,"University of Alabama","http://www.basketball-reference.com/players/w/willima01.html",2200000,"2015-16",33,"CLE","NBA","PG",41,14,748,132,302,0.437,36,102,0.353,96,200,0.48,0.497,38,42,0.905,6,66,72,98,14,5,57,60,338,818,525,23872,4051,9326,1094,2891,2957,6435,1563,1795,407,1857,2264,3990,721,121,1849,2005,10759,"2015-16",33,"CLE","NBA","PG",13,0,68,8,28,0.286,3,13,0.231,5,15,0.333,0.339,1,2,0.5,0,6,6,3,4,0,10,8,20,62,25,1511,220,538,74,224,146,314,93,115,15,94,109,160,30,8,95,138,607,2016
2688563.578541,2005001.5056242,3372125.65145779,3578948,8,"Patty Mills","PG",6,185,"August 11, 1988","au",7,"Saint Mary's College of California","http://www.basketball-reference.com/players/m/millspa02.html",3578948,"2015-16",27,"SAS","NBA","PG",81,3,1662,260,612,0.425,123,320,0.384,137,292,0.469,0.525,47,58,0.81,27,131,158,226,59,6,76,102,690,361,10,5728,1018,2337,445,1143,573,1194,224,268,115,418,533,677,218,23,305,412,2705,"2015-16",27,"SAS","NBA","PG",10,0,167,23,53,0.434,13,36,0.361,10,17,0.588,0.557,7,11,0.636,0,14,14,20,7,0,8,3,66,62,0,709,120,263,67,157,53,106,31,38,9,66,75,71,27,1,33,54,338,2016
14637713.0726538,12887831.7199585,16387594.4253491,1.4e+07,9,"Rajon Rondo","PG",6.08333333333333,186,"February 22, 1986","us",10,"University of Kentucky","http://www.basketball-reference.com/players/r/rondora01.html",1.4e+07,"2015-16",29,"SAC","NBA","PG",72,72,2537,355,782,0.454,62,170,0.365,293,612,0.479,0.494,87,150,0.58,77,358,435,839,141,10,278,175,859,645,592,21202,2951,6310,190,657,2761,5653,976,1610,716,2412,3128,5614,1185,85,1901,1467,7068,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,3575,552,1240,29,103,523,1137,222,343,156,400,556,851,181,16,264,240,1355,2016
3902909.96891539,3318609.96303642,4487209.97479436,6e+06,7,"Ramon Sessions","PG",6.25,190,"April 11, 1986","us",9,"University of Nevada, Reno","http://www.basketball-reference.com/players/s/sessira01.html",6e+06,"2015-16",29,"WAS","NBA","PG",82,5,1667,280,592,0.473,36,111,0.324,244,481,0.507,0.503,214,283,0.756,25,178,203,239,46,5,115,102,810,613,142,14916,2264,5159,179,570,2085,4589,1986,2506,322,1407,1729,2601,431,47,1097,870,6693,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,598,69,184,14,50,55,134,39,54,5,55,60,66,8,2,32,41,191,2016
53798.2733878987,-493350.16518033,600946.711956128,937800,25,"Raul Neto","PG",6.08333333333333,179,"May 19, 1992","br",1,"","http://www.basketball-reference.com/players/n/netora01.html",937800,"2015-16",23,"UTA","NBA","PG",81,53,1499,180,418,0.431,64,162,0.395,116,256,0.453,0.507,52,70,0.743,17,103,120,174,62,2,109,122,476,81,53,1499,180,418,64,162,116,256,52,70,17,103,120,174,62,2,109,122,476,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
10051327.9554462,9326854.11457396,10775801.7963185,1551659,2,"Raymond Felton","PG",6.08333333333333,205,"June 26, 1984","us",11,"University of North Carolina","http://www.basketball-reference.com/players/f/feltora01.html",1551659,"2015-16",31,"DAL","NBA","PG",80,31,2192,277,682,0.406,60,213,0.282,217,469,0.463,0.45,149,176,0.847,36,222,258,284,68,15,121,141,763,776,646,25385,3605,8758,778,2378,2827,6380,1620,2054,490,1969,2459,4650,1019,163,1835,1625,9608,"2015-16",31,"DAL","NBA","PG",5,4,172,32,69,0.464,4,14,0.286,28,55,0.509,0.493,7,11,0.636,2,21,23,23,6,0,12,14,75,29,21,944,143,338,21,75,122,263,53,74,23,67,90,124,34,5,48,59,360,2016
6687001.5598293,5854274.36221466,7519728.75744394,14956522,1,"Reggie Jackson","PG",6.25,208,"April 16, 1990","it",5,"Boston College","http://www.basketball-reference.com/players/j/jacksre01.html",14956522,"2015-16",25,"DET","NBA","PG",79,79,2424,540,1244,0.434,118,334,0.353,422,910,0.464,0.482,291,337,0.864,58,195,253,492,59,11,223,187,1489,351,155,8463,1575,3640,310,986,1265,2654,707,823,192,920,1112,1478,260,43,666,611,4167,"2015-16",25,"DET","NBA","PG",4,4,147,25,55,0.455,3,18,0.167,22,37,0.595,0.482,4,4,1,2,11,13,37,6,2,10,10,57,34,17,1046,157,335,37,114,120,221,69,77,19,120,139,123,16,12,69,93,420,2016
6558645.36603436,5597294.85953088,7519995.87253783,13550000,9,"Ricky Rubio","PG",6.33333333333333,194,"October 21, 1990","es",5,"","http://www.basketball-reference.com/players/r/rubiori01.html",13550000,"2015-16",25,"MIN","NBA","PG",76,76,2323,219,586,0.374,62,190,0.326,157,396,0.396,0.427,266,314,0.847,40,286,326,658,162,10,193,201,766,278,258,8748,876,2378,178,560,698,1818,887,1089,185,1008,1193,2309,619,35,781,718,2817,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
6625961.02561937,5895215.86687465,7356706.18436409,7e+06,2,"Rodney Stuckey","PG",6.41666666666667,210,"April 21, 1986","us",9,"Eastern Washington University","http://www.basketball-reference.com/players/s/stuckro01.html",7e+06,"2015-16",29,"IND","NBA","PG",58,1,1275,183,443,0.413,20,83,0.241,163,360,0.453,0.436,131,158,0.829,19,137,156,142,43,8,76,77,517,612,302,17194,2813,6626,257,861,2556,5765,2021,2444,413,1415,1828,2249,552,94,1128,1302,7904,"2015-16",29,"IND","NBA","PG",7,0,125,17,43,0.395,5,10,0.5,12,33,0.364,0.453,5,9,0.556,1,14,15,14,4,1,6,9,44,28,6,633,84,220,7,25,77,195,68,81,14,42,56,93,22,3,35,53,243,2016
17093194.5170232,14835963.5525382,19350425.4815083,26540100,0,"Russell Westbrook","PG",6.25,200,"November 12, 1988","us",8,"University of California, Los Angeles","http://www.basketball-reference.com/players/w/westbru01.html",26540100,"2015-16",27,"OKC","NBA","PG",80,80,2750,656,1444,0.454,101,341,0.296,555,1103,0.503,0.489,465,573,0.812,145,481,626,834,163,20,342,200,1878,587,570,19984,4415,10152,506,1675,3909,8477,3262,3989,973,2312,3285,4453,1021,166,2182,1426,12598,"2015-16",27,"OKC","NBA","PG",18,18,674,159,393,0.405,34,105,0.324,125,288,0.434,0.448,116,140,0.829,41,83,124,198,46,2,78,43,468,82,82,3094,698,1673,101,339,597,1334,515,609,155,356,511,626,158,23,306,228,2012,2016
1958474.56047221,1503329.17879309,2413619.94215133,2898000,30,"Seth Curry","PG",6.16666666666667,185,"August 23, 1990","us",3,"Duke University","http://www.basketball-reference.com/players/c/curryse01.html",2898000,"2015-16",25,"SAC","NBA","PG",44,9,692,102,224,0.455,50,111,0.45,52,113,0.46,0.567,45,54,0.833,9,51,60,67,22,3,36,41,299,48,9,713,103,230,51,113,52,117,45,54,9,54,63,68,24,3,36,43,302,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
359773.656301072,-54442.1517449886,773989.464347132,1350120,6,"Shabazz Napier","PG",6.08333333333333,175,"July 14, 1991","us",2,"University of Connecticut","http://www.basketball-reference.com/players/n/napiesh01.html",1350120,"2015-16",24,"ORL","NBA","PG",55,0,600,68,201,0.338,34,104,0.327,34,97,0.351,0.423,33,45,0.733,9,46,55,97,23,1,46,38,203,106,10,1612,155,429,77,222,78,207,77,101,26,142,168,227,63,5,127,114,464,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
6164664.27648855,4643273.83317725,7686054.71979986,5782450,34,"Shaun Livingston","PG",6.58333333333333,192,"September 11, 1985","us",11,"","http://www.basketball-reference.com/players/l/livinsh01.html",5782450,"2015-16",30,"GSW","NBA","PG",78,3,1520,203,379,0.536,2,12,0.167,201,367,0.548,0.538,80,93,0.86,42,127,169,237,57,27,78,140,488,622,181,13747,1695,3550,12,63,1683,3487,788,987,389,1201,1590,2090,482,243,876,1187,4190,"2015-16",30,"GSW","NBA","PG",24,7,514,82,168,0.488,0,1,0,82,167,0.491,0.488,32,37,0.865,13,63,76,80,12,5,29,48,196,69,17,1546,204,409,2,4,202,405,97,120,50,175,225,215,32,21,95,152,507,2016
3022385.66643069,2632071.1100848,3412700.22277658,2433334,8,"Shelvin Mack","PG",6.25,203,"April 22, 1990","us",5,"Butler University","http://www.basketball-reference.com/players/m/macksh01.html",2433334,"2015-16",25,"TOT","NBA","PG",52,27,1058,182,415,0.439,39,125,0.312,143,290,0.493,0.486,45,61,0.738,13,115,128,187,34,3,95,72,448,275,41,4576,654,1554,171,527,483,1027,185,241,57,442,499,812,157,9,315,293,1664,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,239,38,95,18,53,20,42,12,18,8,23,31,42,12,0,8,17,106,2016
12994270.1670755,10758821.6000812,15229718.7340698,12112359,30,"Stephen Curry","PG",6.25,190,"March 14, 1988","us",7,"Davidson College","http://www.basketball-reference.com/players/c/curryst01.html",12112359,"2015-16",27,"GSW","NBA","PG",79,79,2700,805,1598,0.504,402,886,0.454,403,712,0.566,0.63,363,400,0.908,68,362,430,527,169,15,262,161,2375,495,489,17259,3914,8202,1593,3590,2321,4612,1668,1850,344,1805,2149,3393,886,104,1579,1258,11089,"2015-16",27,"GSW","NBA","PG",18,17,614,148,338,0.438,80,198,0.404,68,140,0.486,0.556,76,83,0.916,14,85,99,93,26,5,75,39,452,58,57,2233,501,1128,242,593,259,535,244,278,43,232,275,383,97,11,223,139,1488,2016
1910464.32599339,1414445.53951264,2406483.11247413,1906440,12,"Terry Rozier","PG",6.16666666666667,190,"March 17, 1994","us",1,"University of Louisville","http://www.basketball-reference.com/players/r/roziete01.html",1906440,"2015-16",21,"BOS","NBA","PG",39,0,311,29,106,0.274,6,27,0.222,23,79,0.291,0.302,8,10,0.8,24,39,63,37,6,1,19,23,72,39,0,311,29,106,6,27,23,79,8,10,24,39,63,37,6,1,19,23,72,"2015-16",21,"BOS","NBA","PG",5,0,99,9,23,0.391,4,11,0.364,5,12,0.417,0.478,2,2,1,3,14,17,6,1,3,2,5,24,5,0,99,9,23,4,11,5,12,2,2,3,14,17,6,1,3,2,5,24,2016
1920107.31032068,1544837.65483615,2295376.96580521,2090000,2,"Tim Frazier","PG",6.08333333333333,170,"November 1, 1990","us",2,"Pennsylvania State University","http://www.basketball-reference.com/players/f/fraziti01.html",2090000,"2015-16",25,"TOT","NBA","PG",51,2,741,96,229,0.419,16,48,0.333,80,181,0.442,0.454,53,74,0.716,26,84,110,162,33,2,65,73,261,62,5,980,117,290,21,65,96,225,63,95,32,106,138,222,41,2,90,99,318,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016
2760944.87124792,2099227.09775301,3422662.64474283,874636,1,"T.J. McConnell","PG",6.16666666666667,200,"March 25, 1992","us",1,"University of Arizona","http://www.basketball-reference.com/players/m/mccontj01.html",874636,"2015-16",23,"PHI","NBA","PG",81,17,1606,218,464,0.47,31,89,0.348,187,375,0.499,0.503,26,41,0.634,43,207,250,367,95,10,140,114,493,81,17,1606,218,464,31,89,187,375,26,41,43,207,250,367,95,10,140,114,493,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
13768043.5295689,11246406.3539538,16289680.705184,14445313,9,"Tony Parker","PG",6.16666666666667,185,"May 17, 1982","be",15,"","http://www.basketball-reference.com/players/p/parketo01.html",14445313,"2015-16",33,"SAS","NBA","PG",72,72,1980,350,710,0.493,27,65,0.415,323,645,0.501,0.512,130,171,0.76,17,159,176,379,54,11,131,114,857,1080,1067,34618,7121,14410,473,1446,6648,12964,3169,4206,411,2694,3105,6349,970,88,2633,1862,17884,"2015-16",33,"SAS","NBA","PG",10,10,264,44,98,0.449,4,16,0.25,40,82,0.488,0.469,12,14,0.857,1,21,22,53,6,2,18,15,104,213,205,7480,1548,3367,108,361,1440,3006,681,937,106,536,642,1112,192,19,578,417,3885,2016
3171167.68983728,2741451.05345932,3600884.32621524,3386598,33,"Trey Burke","PG",6.08333333333333,191,"November 12, 1992","us",3,"University of Michigan","http://www.basketball-reference.com/players/b/burketr01.html",3386598,"2015-16",23,"UTA","NBA","PG",64,0,1366,262,634,0.413,88,256,0.344,174,378,0.46,0.483,67,82,0.817,18,94,112,148,35,6,80,86,679,210,111,5916,973,2536,323,982,650,1554,278,340,86,438,524,872,142,27,335,350,2547,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
4391509.38118595,3837959.89655632,4945058.86581558,1315448,10,"Ty Lawson","PG",5.91666666666667,195,"November 3, 1987","us",7,"University of North Carolina","http://www.basketball-reference.com/players/l/lawsoty01.html",1315448,"2015-16",28,"TOT","NBA","PG",66,13,1411,139,354,0.393,36,108,0.333,103,246,0.419,0.444,59,86,0.686,26,94,120,237,53,7,95,87,373,482,320,14356,2259,4902,439,1201,1820,3701,1339,1747,307,1020,1327,2982,562,46,1030,779,6296,"2015-16",28,"IND","NBA","PG",7,0,74,6,18,0.333,0,3,0,6,15,0.4,0.333,4,6,0.667,1,6,7,10,3,0,6,8,16,31,18,837,151,323,22,73,129,250,78,100,21,49,70,135,31,2,41,60,402,2016
1731930.55242596,1346104.58973566,2117756.51511626,1733880,6,"Tyler Ennis","PG",6.25,194,"August 24, 1994","ca",2,"Syracuse University","http://www.basketball-reference.com/players/e/ennisty01.html",1733880,"2015-16",21,"MIL","NBA","PG",46,7,654,84,187,0.449,13,39,0.333,71,148,0.48,0.484,25,34,0.735,13,62,75,95,25,1,46,64,206,79,8,1065,136,331,25,82,111,249,30,41,20,90,110,168,43,6,88,100,327,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,9,1,5,1,4,0,0,3,1,4,3,0,0,0,1,5,2016
1856109.42244831,1406703.48036684,2305515.36452979,1339680,1,"Tyus Jones","PG",6.16666666666667,195,"May 10, 1996","us",1,"Duke University","http://www.basketball-reference.com/players/j/jonesty01.html",1339680,"2015-16",19,"MIN","NBA","PG",37,0,573,56,156,0.359,16,53,0.302,40,103,0.388,0.41,28,39,0.718,7,40,47,108,31,3,33,33,156,37,0,573,56,156,16,53,40,103,28,39,7,40,47,108,31,3,33,33,156,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
